Brandan Wright 	$4.6K	14	20.1	33.2	5.4	13.39	26.81	93.00%	86.00%	71.00%	36.00%	7.00%
Trevor Booker 	$3.6K	14	14.55	29.8	5.8	7.68	21.42	79.00%	64.00%	50.00%	36.00%	7.00%
Dirk Nowitzki 	$7.0K	14	29.14	44	20.1	22.18	36.09	100.00%	86.00%	57.00%	21.00%	7.00%
Jason Smith 	$3.6K	14	12.21	22.6	5.1	7.27	17.16	86.00%	50.00%	29.00%	14.00%	7.00%
Tyson Chandler 	$6.3K	14	27.16	40.2	11.3	19.91	34.4	93.00%	86.00%	64.00%	29.00%	7.00%
Channing Frye 	$5.0K	15	18.97	30.2	0	10.58	27.37	87.00%	73.00%	53.00%	20.00%	7.00%
Al Jefferson 	$8.7K	14	34.63	54.3	16.5	24.69	44.57	93.00%	71.00%	50.00%	21.00%	7.00%
Nikola Vucevic 	$9.0K	15	38.46	56.9	24.5	29.58	47.34	100.00%	93.00%	53.00%	27.00%	7.00%
Enes Kanter 	$5.3K	14	20.15	33	3.4	11.88	28.42	86.00%	64.00%	50.00%	21.00%	7.00%
Alec Burks 	$5.8K	14	21.96	44.3	11.8	14.4	29.53	100.00%	71.00%	36.00%	7.00%	7.00%
Brian Roberts 	$3.5K	14	10.56	23.6	3.2	5.44	15.68	71.00%	57.00%	14.00%	7.00%	7.00%
Ty Lawson 	N/A	12	32.82	47.6	8.5	23.19	42.44	0.00%	0.00%	0.00%	0.00%	0.00%
Alonzo Gee 	N/A	9	7.99	14.4	2	2.91	13.07	0.00%	0.00%	0.00%	0.00%	0.00%
Jeremy Lin 	N/A	14	22.19	36.1	4.9	12.06	32.32	0.00%	0.00%	0.00%	0.00%	0.00%
Brandon Jennings 	N/A	13	28.58	52.6	8.8	16.05	41.11	0.00%	0.00%	0.00%	0.00%	0.00%
Danny Green 	N/A	13	21.15	36.4	6.8	12.6	29.7	0.00%	0.00%	0.00%	0.00%	0.00%
Avery Bradley 	N/A	12	19.02	46.1	9.9	9.21	28.83	0.00%	0.00%	0.00%	0.00%	0.00%
Sebastian Telfair 	N/A	15	15.4	29.3	3.5	7.49	23.31	0.00%	0.00%	0.00%	0.00%	0.00%
Mario Chalmers 	N/A	14	25.59	42	8.2	14.7	36.47	0.00%	0.00%	0.00%	0.00%	0.00%
Lance Stephenson 	$6.9K	14	28.14	38.8	11.4	20.29	36	93.00%	79.00%	64.00%	29.00%	0.00%
Jannero Pargo 	$3.5K	3	7.07	11	2	3.31	10.83	67.00%	33.00%	0.00%	0.00%	0.00%
Mo Williams 	N/A	12	18.81	35.1	8	10.7	26.92	0.00%	0.00%	0.00%	0.00%	0.00%
Manu Ginobili 	N/A	12	19.84	32.4	4.2	11.06	28.63	0.00%	0.00%	0.00%	0.00%	0.00%
Dwyane Wade 	N/A	8	34.39	43.7	24.9	27.82	40.96	0.00%	0.00%	0.00%	0.00%	0.00%
Ramon Sessions 	N/A	11	9.19	20.6	-1	2.59	15.8	0.00%	0.00%	0.00%	0.00%	0.00%
Tony Parker 	N/A	13	25.35	38.7	6.7	16.48	34.23	0.00%	0.00%	0.00%	0.00%	0.00%
George Hill 	$5.2K	1	0	0	0	0	0	0.00%	0.00%	0.00%	0.00%	0.00%
Xavier Henry 	N/A	8	4.04	12.4	1	0.36	7.72	0.00%	0.00%	0.00%	0.00%	0.00%
Arron Afflalo 	N/A	13	19.94	31.3	7.7	13.03	26.85	0.00%	0.00%	0.00%	0.00%	0.00%
Ricky Rubio 	N/A	6	25.43	42.6	0	11.13	39.74	0.00%	0.00%	0.00%	0.00%	0.00%
Randy Foye 	N/A	11	13.36	44.9	1.2	1.62	25.11	0.00%	0.00%	0.00%	0.00%	0.00%
Jeff Teague 	N/A	11	30.31	47.8	9.9	16.76	43.86	0.00%	0.00%	0.00%	0.00%	0.00%
Wayne Ellington 	N/A	8	11.28	16.5	0	6.26	16.29	0.00%	0.00%	0.00%	0.00%	0.00%
C.J. Watson 	$3.7K	1	0	0	0	0	0	0.00%	0.00%	0.00%	0.00%	0.00%
Marcus Thornton 	N/A	11	10.92	26.9	5.2	4.88	16.96	0.00%	0.00%	0.00%	0.00%	0.00%
Jerryd Bayless 	N/A	14	10.71	26.6	1	3.8	17.63	0.00%	0.00%	0.00%	0.00%	0.00%
Willie Green 	$3.5K	11	6.72	17.6	2	1.76	11.68	27.00%	18.00%	18.00%	9.00%	0.00%
Jarrett Jack 	N/A	13	19.87	30.9	7.9	12.9	26.84	0.00%	0.00%	0.00%	0.00%	0.00%
Courtney Lee 	N/A	11	22.51	35.1	8	16.32	28.7	0.00%	0.00%	0.00%	0.00%	0.00%
Shannon Brown 	N/A	6	4.95	12	-1	-0.46	10.36	0.00%	0.00%	0.00%	0.00%	0.00%
Marco Belinelli 	N/A	6	9.33	21.9	0	1.78	16.88	0.00%	0.00%	0.00%	0.00%	0.00%
Leandro Barbosa 	N/A	12	12.26	17.1	4.2	8.35	16.17	0.00%	0.00%	0.00%	0.00%	0.00%
Nate Robinson 	N/A	13	10.44	22.5	4.5	5.25	15.62	0.00%	0.00%	0.00%	0.00%	0.00%
James Harden 	$10.1K	13	43.16	55.7	21	33.96	52.36	100.00%	92.00%	54.00%	31.00%	0.00%
Beno Udrih 	N/A	13	13.42	22.1	3.5	6.87	19.97	0.00%	0.00%	0.00%	0.00%	0.00%
Rodney Stuckey 	$4.8K	7	13.23	28.1	0	3.91	22.55	71.00%	57.00%	29.00%	14.00%	0.00%
DeMar DeRozan 	$7.8K	13	31.22	41.1	16.2	23.24	39.2	100.00%	77.00%	54.00%	23.00%	0.00%
O.J. Mayo 	N/A	14	19.44	37.1	2	10.16	28.72	0.00%	0.00%	0.00%	0.00%	0.00%
Kyle Lowry 	$8.4K	13	34.51	48.3	18.9	26.21	42.8	100.00%	85.00%	69.00%	8.00%	0.00%
Kirk Hinrich 	$4.6K	12	17.73	26.9	6.7	10.6	24.85	92.00%	58.00%	42.00%	42.00%	0.00%
Darren Collison 	N/A	12	32.7	45.2	24.9	26.24	39.16	0.00%	0.00%	0.00%	0.00%	0.00%
Mike Conley 	N/A	14	29.31	44.7	14	21.13	37.49	0.00%	0.00%	0.00%	0.00%	0.00%
Nick Young 	N/A	5	14.18	25	0	4.61	23.75	0.00%	0.00%	0.00%	0.00%	0.00%
D.J. Augustin 	N/A	13	15.75	30.6	7.7	9.42	22.07	0.00%	0.00%	0.00%	0.00%	0.00%
Vince Carter 	N/A	14	10.46	21.8	0	4.54	16.39	0.00%	0.00%	0.00%	0.00%	0.00%
Kevin Martin 	N/A	9	27.48	46.8	2.9	12.62	42.33	0.00%	0.00%	0.00%	0.00%	0.00%
Tyreke Evans 	N/A	12	31.86	49.5	14.4	23.61	40.1	0.00%	0.00%	0.00%	0.00%	0.00%
Jose Calderon 	$5.4K	2	7.05	14.1	0	0	14.1	50.00%	0.00%	0.00%	0.00%	0.00%
Andre Miller 	N/A	11	10.96	20.6	2.7	5.67	16.25	0.00%	0.00%	0.00%	0.00%	0.00%
Jrue Holiday 	N/A	12	31.54	43.1	19.6	24.41	38.67	0.00%	0.00%	0.00%	0.00%	0.00%
Jamal Crawford 	$6.0K	11	25.64	34.3	14.5	18.82	32.45	100.00%	82.00%	55.00%	45.00%	0.00%
Eric Gordon 	N/A	12	16.72	26.3	-1.3	9.45	23.98	0.00%	0.00%	0.00%	0.00%	0.00%
Raymond Felton 	$4.7K	1	0	0	0	0	0	0.00%	0.00%	0.00%	0.00%	0.00%
Stephen Curry 	N/A	12	41.64	56.3	25.1	30.8	52.49	0.00%	0.00%	0.00%	0.00%	0.00%
Deron Williams 	N/A	13	32.96	45.5	23.3	27.27	38.66	0.00%	0.00%	0.00%	0.00%	0.00%
Kobe Bryant 	N/A	14	39.21	52.5	24.8	30.5	47.91	0.00%	0.00%	0.00%	0.00%	0.00%
Joe Johnson 	N/A	13	28.85	52.6	11.7	19.11	38.58	0.00%	0.00%	0.00%	0.00%	0.00%
Russell Westbrook 	N/A	2	30.8	54.6	7	7	54.6	0.00%	0.00%	0.00%	0.00%	0.00%
John Wall 	N/A	12	41.23	56.2	20.1	29.33	53.12	0.00%	0.00%	0.00%	0.00%	0.00%
Rajon Rondo 	N/A	12	32.47	51.8	0	19.23	45.7	0.00%	0.00%	0.00%	0.00%	0.00%
Derrick Rose 	$7.4K	6	23.38	35.9	0	12.25	34.52	83.00%	83.00%	17.00%	0.00%	0.00%
Chris Paul 	$10.1K	12	41.82	52.5	26.7	34.47	49.16	100.00%	92.00%	67.00%	8.00%	0.00%
Monta Ellis 	$7.3K	14	29.83	39.2	19.1	24.25	35.4	100.00%	93.00%	57.00%	21.00%	0.00%
Chris Bosh 	N/A	14	36.86	51	21.9	29.61	44.12	0.00%	0.00%	0.00%	0.00%	0.00%
Jonas Jerebko 	N/A	11	11.31	22.2	5	5.77	16.85	0.00%	0.00%	0.00%	0.00%	0.00%
Caron Butler 	N/A	13	14.52	32.6	7.4	6.68	22.36	0.00%	0.00%	0.00%	0.00%	0.00%
Tim Duncan 	N/A	12	34.2	56.6	20.8	25.09	43.31	0.00%	0.00%	0.00%	0.00%	0.00%
Mike Miller 	$3.5K	9	4.12	6.9	1.2	1.86	6.39	0.00%	0.00%	0.00%	0.00%	0.00%
Steve Novak 	$3.5K	6	5.43	15.6	1.2	0.49	10.38	33.00%	17.00%	17.00%	0.00%	0.00%
Reggie Evans 	N/A	9	11.38	24.8	3.4	5.54	17.22	0.00%	0.00%	0.00%	0.00%	0.00%
James Jones 	$3.5K	1	4.2	4.2	4.2	4.2	4.2	0.00%	0.00%	0.00%	0.00%	0.00%
DeMarre Carroll 	N/A	7	22.79	27.8	13.6	18.3	27.28	0.00%	0.00%	0.00%	0.00%	0.00%
Jeremy Evans 	$3.5K	1	7.9	7.9	7.9	7.9	7.9	100.00%	0.00%	0.00%	0.00%	0.00%
Richard Jefferson 	$3.5K	12	7.01	16.9	1.2	2.8	11.21	42.00%	17.00%	8.00%	0.00%	0.00%
Victor Claver 	$3.5K	1	0	0	0	0	0	0.00%	0.00%	0.00%	0.00%	0.00%
Luke Babbitt 	N/A	8	6.16	19.6	0	-0.39	12.72	0.00%	0.00%	0.00%	0.00%	0.00%
Marreese Speights 	N/A	11	18.15	39.4	5.4	6.92	29.39	0.00%	0.00%	0.00%	0.00%	0.00%
Quincy Pondexter 	N/A	12	8.32	21.6	1.2	3.04	13.59	0.00%	0.00%	0.00%	0.00%	0.00%
Paul George 	N/A	1	0	0	0	0	0	0.00%	0.00%	0.00%	0.00%	0.00%
Ekpe Udoh 	$3.5K	3	1	4	-1	-1.16	3.16	0.00%	0.00%	0.00%	0.00%	0.00%
Josh McRoberts 	N/A	9	6.53	17.6	0.5	2.01	11.05	0.00%	0.00%	0.00%	0.00%	0.00%
Lou Amundson 	$3.5K	3	3.5	5.9	2	1.79	5.21	0.00%	0.00%	0.00%	0.00%	0.00%
Larry Sanders 	N/A	13	20.02	37.5	7.8	12.67	27.38	0.00%	0.00%	0.00%	0.00%	0.00%
Austin Daye 	N/A	10	9.09	29.7	-1	-0.05	18.23	0.00%	0.00%	0.00%	0.00%	0.00%
Anthony Tolliver 	$3.5K	11	7.24	18.1	1.2	1.71	12.76	36.00%	27.00%	18.00%	9.00%	0.00%
Ed Davis 	N/A	14	20.47	37.3	7.6	13.15	27.79	0.00%	0.00%	0.00%	0.00%	0.00%
Darrell Arthur 	N/A	12	14.89	33.2	1.2	6.27	23.51	0.00%	0.00%	0.00%	0.00%	0.00%
Jordan Hill 	N/A	14	30.14	42	20.5	23.17	37.11	0.00%	0.00%	0.00%	0.00%	0.00%
Kyle Korver 	N/A	11	24.18	40.3	1.5	13.93	34.43	0.00%	0.00%	0.00%	0.00%	0.00%
Omri Casspi 	N/A	13	13.2	20	1.4	7.46	18.94	0.00%	0.00%	0.00%	0.00%	0.00%
Thabo Sefolosha 	N/A	11	17.28	25.7	6.4	11.5	23.06	0.00%	0.00%	0.00%	0.00%	0.00%
Chase Budinger 	N/A	9	7.6	17.7	2.2	2.55	12.65	0.00%	0.00%	0.00%	0.00%	0.00%
Corey Brewer 	N/A	12	19.63	30.4	1.2	10.28	28.97	0.00%	0.00%	0.00%	0.00%	0.00%
Wesley Johnson 	N/A	14	16.39	34.4	9.4	10.26	22.53	0.00%	0.00%	0.00%	0.00%	0.00%
Ryan Anderson 	N/A	12	23.72	44.5	12.4	15.26	32.17	0.00%	0.00%	0.00%	0.00%	0.00%
Tony Allen 	N/A	12	18.86	27.3	9.5	12.78	24.93	0.00%	0.00%	0.00%	0.00%	0.00%
Francisco Garcia 	$3.5K	7	5.11	11.2	0	1.7	8.52	29.00%	14.00%	0.00%	0.00%	0.00%
Martell Webster 	N/A	1	0	0	0	0	0	0.00%	0.00%	0.00%	0.00%	0.00%
Thaddeus Young 	N/A	7	25.19	39.8	12.2	15.89	34.48	0.00%	0.00%	0.00%	0.00%	0.00%
Evan Turner 	N/A	11	19.48	32	9.8	12.4	26.57	0.00%	0.00%	0.00%	0.00%	0.00%
Serge Ibaka 	N/A	15	28.82	40.2	17.2	22.43	35.21	0.00%	0.00%	0.00%	0.00%	0.00%
Ersan Ilyasova 	N/A	14	14.49	27.5	-1	6.7	22.27	0.00%	0.00%	0.00%	0.00%	0.00%
Anthony Morrow 	N/A	8	18.98	34.5	8.7	9.55	28.4	0.00%	0.00%	0.00%	0.00%	0.00%
Carl Landry 	N/A	13	15.25	26.1	6.8	8.68	21.82	0.00%	0.00%	0.00%	0.00%	0.00%
Kris Humphries 	N/A	9	17.71	27.3	4.4	9.28	26.14	0.00%	0.00%	0.00%	0.00%	0.00%
Charlie Villanueva 	$3.5K	7	4.69	11.4	0	1.01	8.36	29.00%	14.00%	0.00%	0.00%	0.00%
Boris Diaw 	N/A	13	21.25	42.7	13.6	14.32	28.18	0.00%	0.00%	0.00%	0.00%	0.00%
John Salmons 	N/A	4	4	9.4	1.2	0.71	7.29	0.00%	0.00%	0.00%	0.00%	0.00%
Jeff Green 	N/A	12	29.77	51.4	19.5	21.35	38.19	0.00%	0.00%	0.00%	0.00%	0.00%
Nicolas Batum 	$6.9K	9	26.38	36.6	15.1	20.12	32.63	100.00%	89.00%	33.00%	11.00%	0.00%
Landry Fields 	$3.5K	3	3.97	9.9	-1	-0.54	8.47	33.00%	0.00%	0.00%	0.00%	0.00%
Andrei Kirilenko 	N/A	4	3.73	8.6	1.2	0.7	6.75	0.00%	0.00%	0.00%	0.00%	0.00%
Jared Dudley 	N/A	14	9.14	13.4	2	6.45	11.83	0.00%	0.00%	0.00%	0.00%	0.00%
Tayshaun Prince 	N/A	8	11.83	20	3.5	6.13	17.52	0.00%	0.00%	0.00%	0.00%	0.00%
Elton Brand 	N/A	3	5.2	13.4	0	-0.67	11.07	0.00%	0.00%	0.00%	0.00%	0.00%
Hedo Turkoglu 	$3.5K	8	5.24	14.1	0	0.77	9.7	25.00%	13.00%	13.00%	0.00%	0.00%
Gerald Wallace 	N/A	4	3.2	5.2	1.2	1.62	4.78	0.00%	0.00%	0.00%	0.00%	0.00%
Wilson Chandler 	N/A	13	23.02	34.6	11.6	16.14	29.9	0.00%	0.00%	0.00%	0.00%	0.00%
Luol Deng 	N/A	13	24.59	44	11.2	15.29	33.9	0.00%	0.00%	0.00%	0.00%	0.00%
Danilo Gallinari 	N/A	13	13.41	29.1	1.4	6.52	20.29	0.00%	0.00%	0.00%	0.00%	0.00%
Kevin Garnett 	N/A	12	20.03	37.8	9	11.96	28.09	0.00%	0.00%	0.00%	0.00%	0.00%
Shawn Marion 	$3.7K	12	13.58	20.2	5.9	9.13	18.03	83.00%	75.00%	42.00%	17.00%	0.00%
Andre Iguodala 	N/A	12	14.81	27.3	2.9	7.79	21.82	0.00%	0.00%	0.00%	0.00%	0.00%
Paul Millsap 	N/A	11	35.85	60.9	20.7	24.74	46.97	0.00%	0.00%	0.00%	0.00%	0.00%
Dorell Wright 	$4.0K	8	4.95	8.8	0	1.94	7.96	25.00%	0.00%	0.00%	0.00%	0.00%
Wesley Matthews 	$6.2K	13	25.08	36.7	16.8	19.56	30.59	100.00%	92.00%	46.00%	23.00%	0.00%
Paul Pierce 	N/A	12	24.9	40	12.6	17.29	32.51	0.00%	0.00%	0.00%	0.00%	0.00%
Rudy Gay 	N/A	13	34.81	53.1	21.3	25.2	44.41	0.00%	0.00%	0.00%	0.00%	0.00%
Danny Granger 	N/A	3	3.8	6.4	0	1.05	6.55	0.00%	0.00%	0.00%	0.00%	0.00%
