Anthony Davis 	$11.6K	8	53.1	73.4	29.6	40.13	66.07	100.00%	88.00%	75.00%	38.00%	13.00%
LeBron James 	$10.7K	8	45.55	61.4	21	32.22	58.88	88.00%	75.00%	63.00%	38.00%	0.00%
James Harden 	$10.2K	10	45.52	55.7	36.2	38.45	52.59	100.00%	100.00%	60.00%	40.00%	0.00%
Stephen Curry 	N/A	10	43.85	56.3	25.1	33.3	54.4	0.00%	0.00%	0.00%	0.00%	0.00%
Chris Paul 	$10.2K	8	43.74	52.5	32.4	37.34	50.13	100.00%	100.00%	75.00%	13.00%	0.00%
DeMarcus Cousins 	N/A	10	40.12	63.9	30.7	30.25	49.99	0.00%	0.00%	0.00%	0.00%	0.00%
John Wall 	N/A	9	40	56.2	20.1	26.69	53.31	0.00%	0.00%	0.00%	0.00%	0.00%
Kobe Bryant 	N/A	10	39.84	52.5	24.8	29.95	49.73	0.00%	0.00%	0.00%	0.00%	0.00%
Pau Gasol 	$8.6K	10	37.87	50	26.7	30.84	44.9	100.00%	100.00%	60.00%	20.00%	0.00%
Chris Bosh 	$9.0K	10	37.49	51	21.9	30.01	44.97	100.00%	90.00%	50.00%	20.00%	0.00%
Reggie Jackson 	N/A	8	37.16	44.6	30.3	31.67	42.65	0.00%	0.00%	0.00%	0.00%	0.00%
Nikola Vucevic 	$8.5K	11	37.08	53.1	24.5	29.19	44.97	100.00%	91.00%	64.00%	18.00%	9.00%
LaMarcus Aldridge 	$9.3K	9	37.02	47.8	23.8	29.34	44.71	100.00%	78.00%	44.00%	11.00%	0.00%
Rudy Gay 	N/A	10	36.81	53.1	21.3	26.76	46.86	0.00%	0.00%	0.00%	0.00%	0.00%
Blake Griffin 	$9.1K	8	36.59	50.8	14.7	26.02	47.15	88.00%	88.00%	38.00%	25.00%	0.00%
Jimmy Butler 	$7.5K	8	36.56	45.7	24.3	29.77	43.36	100.00%	100.00%	75.00%	50.00%	13.00%
Damian Lillard 	$8.7K	10	36.14	48.7	20.9	26.87	45.41	100.00%	80.00%	50.00%	30.00%	0.00%
Marc Gasol 	$8.1K	10	35.55	52.3	24.3	28.04	43.06	100.00%	100.00%	60.00%	20.00%	10.00%
Tony Wroten 	$7.0K	9	35.46	47.6	13.8	24.44	46.47	89.00%	89.00%	78.00%	56.00%	33.00%
Carmelo Anthony 	N/A	11	35.33	55.9	22.3	26.58	44.07	0.00%	0.00%	0.00%	0.00%	0.00%
Kyrie Irving 	$7.9K	8	35.23	50.5	18.7	24.55	45.9	100.00%	88.00%	63.00%	38.00%	13.00%
Tim Duncan 	$8.0K	8	35.14	56.6	23.5	26	44.27	100.00%	88.00%	63.00%	13.00%	13.00%
Tyreke Evans 	$7.6K	8	35.04	49.5	26.8	28.03	42.04	100.00%	100.00%	75.00%	38.00%	13.00%
Dwight Howard 	$9.5K	10	34.73	55.2	0	19.66	49.8	90.00%	80.00%	40.00%	20.00%	0.00%
Al Jefferson 	$8.8K	10	34.46	54.3	23.9	24.95	43.97	100.00%	70.00%	40.00%	20.00%	10.00%
Gordon Hayward 	N/A	11	34.43	50.6	23.9	25.5	43.35	0.00%	0.00%	0.00%	0.00%	0.00%
Dwyane Wade 	$8.1K	8	34.39	43.7	24.9	27.82	40.96	100.00%	100.00%	50.00%	25.00%	0.00%
Paul Millsap 	N/A	9	34.19	60.9	20.7	22.88	45.49	0.00%	0.00%	0.00%	0.00%	0.00%
Brandon Knight 	N/A	10	34.1	49.1	20.6	26.27	41.93	0.00%	0.00%	0.00%	0.00%	0.00%
Klay Thompson 	N/A	9	34.09	49	20.8	26.1	42.08	0.00%	0.00%	0.00%	0.00%	0.00%
Kevin Love 	$8.7K	8	34.05	44.7	26.1	27.97	40.13	100.00%	100.00%	50.00%	13.00%	0.00%
Rajon Rondo 	$8.5K	8	33.8	51.8	0	18.81	48.79	88.00%	75.00%	63.00%	38.00%	13.00%
Kyle Lowry 	N/A	10	33.66	48.3	18.9	24.46	42.86	0.00%	0.00%	0.00%	0.00%	0.00%
Zach Randolph 	$8.0K	10	33.57	48.4	18.2	24.1	43.04	100.00%	80.00%	50.00%	30.00%	10.00%
Greg Monroe 	$7.3K	8	33.15	50.1	18.9	24.73	41.57	100.00%	88.00%	63.00%	25.00%	13.00%
Derrick Favors 	N/A	11	32.34	52.3	10.1	20.78	43.89	0.00%	0.00%	0.00%	0.00%	0.00%
