Timofey Mozgov 	$4.7K	3	25.13	32.4	14.8	17.63	32.64	100.00%	100.00%	67.00%	67.00%	67.00%
Mario Chalmers 	$5.3K	4	31.18	42	21.7	23.53	38.82	100.00%	100.00%	100.00%	75.00%	50.00%
Marreese Speights 	$5.0K	2	24.15	33.8	14.5	14.5	33.8	100.00%	50.00%	50.00%	50.00%	50.00%
Quincy Pondexter 	$3.5K	2	16.15	21.6	10.7	10.7	21.6	100.00%	100.00%	50.00%	50.00%	50.00%
Kosta Koufos 	$4.2K	2	17.45	30.7	4.2	4.2	30.7	50.00%	50.00%	50.00%	50.00%	50.00%
Jon Leuer 	$3.6K	2	29.1	38.4	19.8	19.8	38.4	100.00%	100.00%	100.00%	100.00%	50.00%
Harrison Barnes 	$4.9K	2	26.3	32.7	19.9	19.9	32.7	100.00%	100.00%	100.00%	50.00%	50.00%
Arron Afflalo 	$5.2K	3	23.63	31.3	15.7	17.26	30	100.00%	100.00%	67.00%	33.00%	33.00%
Gerald Henderson 	$4.0K	3	15.2	27.5	2.9	5.16	25.24	67.00%	67.00%	33.00%	33.00%	33.00%
Marcus Thornton 	$3.7K	3	14.77	26.9	5.2	5.72	23.81	67.00%	67.00%	33.00%	33.00%	33.00%
Matt Barnes 	$3.6K	3	14.13	26.5	7.9	5.39	22.88	100.00%	33.00%	33.00%	33.00%	33.00%
Darrell Arthur 	$4.3K	3	19.73	33.2	3.2	7.3	32.17	67.00%	67.00%	67.00%	67.00%	33.00%
Wilson Chandler 	$5.1K	3	30.03	34.3	25.3	26.34	33.72	100.00%	100.00%	100.00%	67.00%	33.00%
Danilo Gallinari 	$3.9K	3	14.8	29.1	2.7	3.91	25.69	67.00%	67.00%	33.00%	33.00%	33.00%
Spencer Hawes 	$4.3K	3	18.17	26.7	12.8	12.07	24.27	100.00%	67.00%	33.00%	33.00%	33.00%
Brandon Bass 	$4.2K	3	20.27	35.7	11	9.28	31.25	100.00%	67.00%	33.00%	33.00%	33.00%
JaVale McGee 	$3.5K	3	14.53	27.6	5.2	5.02	24.05	67.00%	67.00%	33.00%	33.00%	33.00%
Tyler Zeller 	$3.8K	3	18.77	34.9	4.6	6.32	31.21	67.00%	67.00%	67.00%	33.00%	33.00%
Jordan Farmar 	$3.5K	3	11.07	25.1	3.9	1.14	20.99	33.00%	33.00%	33.00%	33.00%	33.00%
Jeremy Lin 	$5.5K	4	18.95	34.6	4.9	6.21	31.69	50.00%	50.00%	50.00%	50.00%	25.00%
Ed Davis 	$4.9K	4	19.23	30.2	7.6	10.92	27.53	75.00%	75.00%	50.00%	25.00%	25.00%
Jeremy Lamb 	$5.5K	4	18.43	33.8	11.4	9.44	27.41	100.00%	25.00%	25.00%	25.00%	25.00%
Shawne Williams 	$4.5K	4	21	27.7	12.6	15.01	26.99	100.00%	75.00%	75.00%	50.00%	25.00%
Shabazz Napier 	$4.0K	4	18.25	27.5	14.5	12.89	23.61	100.00%	100.00%	25.00%	25.00%	25.00%
James Ennis 	$3.7K	4	13.78	24.6	0.2	4.08	23.47	75.00%	50.00%	50.00%	50.00%	25.00%
Ty Lawson 	$8.2K	3	37	42.2	30.1	31.92	42.08	100.00%	100.00%	67.00%	33.00%	0.00%
Alonzo Gee 	$3.5K	1	2	2	2	2	2	0.00%	0.00%	0.00%	0.00%	0.00%
J.R. Smith 	N/A	3	11.57	20.7	6	5.06	18.08	0.00%	0.00%	0.00%	0.00%	0.00%
Brandon Jennings 	N/A	3	26.23	33.6	12.4	16.44	36.02	0.00%	0.00%	0.00%	0.00%	0.00%
Danny Green 	N/A	4	28.05	36.4	15.3	19.55	36.55	0.00%	0.00%	0.00%	0.00%	0.00%
Avery Bradley 	$5.7K	3	13.63	20.2	10	8.98	18.29	33.00%	33.00%	0.00%	0.00%	0.00%
Sebastian Telfair 	$4.2K	4	14.48	22.4	6.7	8.9	20.05	75.00%	75.00%	25.00%	25.00%	0.00%
Lance Stephenson 	$6.9K	3	28.27	32.1	22.7	24.24	32.3	100.00%	100.00%	67.00%	0.00%	0.00%
Gary Neal 	$4.0K	1	18.7	18.7	18.7	18.7	18.7	100.00%	100.00%	100.00%	0.00%	0.00%
Jannero Pargo 	$3.5K	1	11	11	11	11	11	100.00%	100.00%	0.00%	0.00%	0.00%
A.J. Price 	N/A	2	9	9	9	9	9	0.00%	0.00%	0.00%	0.00%	0.00%
Mo Williams 	N/A	3	27.97	35.1	21.4	22.36	33.57	0.00%	0.00%	0.00%	0.00%	0.00%
Manu Ginobili 	N/A	4	12.23	18.1	4.2	7.11	17.34	0.00%	0.00%	0.00%	0.00%	0.00%
Ramon Sessions 	N/A	2	6.1	7	5.2	5.2	7	0.00%	0.00%	0.00%	0.00%	0.00%
Tony Parker 	N/A	4	25.2	36.5	13.7	15.1	35.3	0.00%	0.00%	0.00%	0.00%	0.00%
Xavier Henry 	$3.5K	2	7.7	12.4	3	3	12.4	50.00%	50.00%	0.00%	0.00%	0.00%
Randy Foye 	$4.3K	3	9.77	17.6	4.5	4.12	15.41	33.00%	33.00%	33.00%	0.00%	0.00%
Jeff Teague 	N/A	2	36.65	46.8	26.5	26.5	46.8	0.00%	0.00%	0.00%	0.00%	0.00%
Greivis Vasquez 	N/A	3	15.63	24.4	10.1	9.36	21.9	0.00%	0.00%	0.00%	0.00%	0.00%
Wayne Ellington 	$3.5K	1	10.4	10.4	10.4	10.4	10.4	100.00%	0.00%	0.00%	0.00%	0.00%
Jerryd Bayless 	N/A	5	7.2	19.6	1	0.79	13.61	0.00%	0.00%	0.00%	0.00%	0.00%
Willie Green 	N/A	4	9.95	17.6	2.7	3.5	16.4	0.00%	0.00%	0.00%	0.00%	0.00%
Jarrett Jack 	N/A	4	26.35	30.9	22	22.32	30.38	0.00%	0.00%	0.00%	0.00%	0.00%
Courtney Lee 	$5.3K	2	15.3	22.6	8	8	22.6	50.00%	50.00%	50.00%	0.00%	0.00%
Shannon Brown 	$3.5K	2	12	12	12	12	12	100.00%	100.00%	0.00%	0.00%	0.00%
Steve Blake 	$3.7K	2	12.65	16.9	8.4	8.4	16.9	100.00%	50.00%	50.00%	0.00%	0.00%
J.J. Redick 	$4.1K	3	10.13	18.4	3.5	3.94	16.32	67.00%	33.00%	33.00%	0.00%	0.00%
Eric Bledsoe 	N/A	4	29.88	34.5	21.3	24.54	35.21	0.00%	0.00%	0.00%	0.00%	0.00%
Marco Belinelli 	N/A	2	8.25	10.1	6.4	6.4	10.1	0.00%	0.00%	0.00%	0.00%	0.00%
Leandro Barbosa 	$3.5K	2	10.1	10.5	9.7	9.7	10.5	100.00%	50.00%	0.00%	0.00%	0.00%
Nate Robinson 	$4.8K	3	14	15	13.4	13.29	14.71	100.00%	33.00%	0.00%	0.00%	0.00%
James Harden 	N/A	4	35.8	47.6	21	26.28	45.32	0.00%	0.00%	0.00%	0.00%	0.00%
Goran Dragic 	N/A	4	22.68	40.7	10.5	11.57	33.78	0.00%	0.00%	0.00%	0.00%	0.00%
Louis Williams 	N/A	3	32.13	48.3	19.9	20.21	44.06	0.00%	0.00%	0.00%	0.00%	0.00%
Aaron Brooks 	N/A	3	15.6	18.4	10.5	11.99	19.21	0.00%	0.00%	0.00%	0.00%	0.00%
Luke Ridnour 	N/A	3	9.1	19.6	3.2	1.66	16.54	0.00%	0.00%	0.00%	0.00%	0.00%
Jameer Nelson 	N/A	4	21.38	28.4	11.4	14.95	27.8	0.00%	0.00%	0.00%	0.00%	0.00%
Beno Udrih 	$3.7K	2	19.55	20.2	18.9	18.9	20.2	100.00%	100.00%	100.00%	100.00%	0.00%
Rodney Stuckey 	N/A	2	17.8	20.7	14.9	14.9	20.7	0.00%	0.00%	0.00%	0.00%	0.00%
DeMar DeRozan 	N/A	3	27.67	36	17.5	20	35.33	0.00%	0.00%	0.00%	0.00%	0.00%
O.J. Mayo 	N/A	5	18.3	33.4	2	8.22	28.38	0.00%	0.00%	0.00%	0.00%	0.00%
Kyle Lowry 	N/A	3	37.33	40.6	35.1	34.97	39.69	0.00%	0.00%	0.00%	0.00%	0.00%
Kirk Hinrich 	N/A	2	25	26.9	23.1	23.1	26.9	0.00%	0.00%	0.00%	0.00%	0.00%
Ben Gordon 	N/A	3	8.87	14.6	2.5	3.91	13.83	0.00%	0.00%	0.00%	0.00%	0.00%
Darren Collison 	N/A	3	35.67	45.2	29.9	28.88	42.46	0.00%	0.00%	0.00%	0.00%	0.00%
Mike Conley 	$7.2K	3	34.23	38.5	30.8	31.04	37.43	100.00%	100.00%	100.00%	33.00%	0.00%
Nick Young 	$5.3K	3	19.93	25	10	12.91	26.96	67.00%	67.00%	67.00%	0.00%	0.00%
D.J. Augustin 	N/A	3	14.87	20.5	11.9	10.88	18.85	0.00%	0.00%	0.00%	0.00%	0.00%
Vince Carter 	$3.8K	3	14.07	17.4	9.9	10.95	17.18	100.00%	67.00%	33.00%	0.00%	0.00%
Kevin Martin 	N/A	1	46.8	46.8	46.8	46.8	46.8	0.00%	0.00%	0.00%	0.00%	0.00%
Jason Terry 	N/A	4	9.5	14.9	3.9	5.6	13.4	0.00%	0.00%	0.00%	0.00%	0.00%
Tyreke Evans 	N/A	4	25.5	31	14.4	18.78	32.22	0.00%	0.00%	0.00%	0.00%	0.00%
Jose Calderon 	N/A	1	14.1	14.1	14.1	14.1	14.1	0.00%	0.00%	0.00%	0.00%	0.00%
Andre Miller 	N/A	3	11.27	13.6	9	9.39	13.15	0.00%	0.00%	0.00%	0.00%	0.00%
Jrue Holiday 	N/A	4	31.4	39.7	26.6	26.42	36.38	0.00%	0.00%	0.00%	0.00%	0.00%
Jamal Crawford 	$6.0K	3	30.1	34.3	22.1	24.44	35.76	100.00%	100.00%	67.00%	67.00%	0.00%
Devin Harris 	N/A	2	9.6	10.5	8.7	8.7	10.5	0.00%	0.00%	0.00%	0.00%	0.00%
Eric Gordon 	N/A	4	18.85	26.3	10	12.79	24.91	0.00%	0.00%	0.00%	0.00%	0.00%
Stephen Curry 	$10.0K	2	42.65	56.3	29	29	56.3	100.00%	50.00%	50.00%	50.00%	0.00%
Deron Williams 	N/A	4	36.13	45.5	27	29.5	42.75	0.00%	0.00%	0.00%	0.00%	0.00%
Kobe Bryant 	$9.4K	4	41.7	52.5	33.5	34.27	49.13	100.00%	100.00%	50.00%	25.00%	0.00%
Joe Johnson 	N/A	4	21.08	33	11.7	12.5	29.65	0.00%	0.00%	0.00%	0.00%	0.00%
John Wall 	N/A	3	44.9	49.7	39.7	40.81	48.99	0.00%	0.00%	0.00%	0.00%	0.00%
Rajon Rondo 	$8.8K	3	28.33	36.5	16	19.46	37.21	67.00%	67.00%	33.00%	0.00%	0.00%
Chris Paul 	$10.1K	3	36.8	47.4	26.7	28.34	45.26	100.00%	67.00%	33.00%	0.00%	0.00%
Monta Ellis 	N/A	4	32.1	39.2	24.4	26.08	38.12	0.00%	0.00%	0.00%	0.00%	0.00%
Carmelo Anthony 	N/A	3	34.47	39.7	26.3	28.62	40.32	0.00%	0.00%	0.00%	0.00%	0.00%
Chris Bosh 	$8.8K	4	36.05	44.5	28.3	30.1	42	100.00%	100.00%	50.00%	25.00%	0.00%
Jonas Jerebko 	N/A	3	12.4	19.7	5	6.4	18.4	0.00%	0.00%	0.00%	0.00%	0.00%
Caron Butler 	N/A	3	17.63	28.7	7.4	8.92	26.35	0.00%	0.00%	0.00%	0.00%	0.00%
