Mario Chalmers 	$5.3K	3	32.9	37.7	26.9	28.41	37.39	100.00%	100.00%	100.00%	100.00%	67.00%
Shawne Williams 	$4.6K	3	26.2	32.7	18.2	20.19	32.21	100.00%	100.00%	67.00%	67.00%	67.00%
Matt Barnes 	$3.6K	3	16.77	26.5	7.9	9.15	24.38	100.00%	67.00%	67.00%	33.00%	33.00%
Taj Gibson 	$5.9K	3	25.03	41	11.2	12.77	37.29	67.00%	67.00%	33.00%	33.00%	33.00%
Carl Landry 	$4.0K	3	19.93	24.2	14.8	16.05	23.82	100.00%	100.00%	67.00%	67.00%	33.00%
Spencer Hawes 	$4.3K	3	21.7	26.7	12.8	15.39	28.01	100.00%	67.00%	67.00%	67.00%	33.00%
DeAndre Jordan 	$7.5K	3	34.57	48.1	19.2	22.7	46.44	100.00%	67.00%	67.00%	33.00%	33.00%
Norris Cole 	$4.2K	3	21.9	28.4	17.4	17.19	26.61	100.00%	100.00%	100.00%	33.00%	33.00%
Jordan Farmar 	$3.5K	3	11.73	25.1	4.2	2.26	21.21	33.00%	33.00%	33.00%	33.00%	33.00%
Nikola Mirotic 	$3.7K	3	9.6	23.4	1.4	-0.22	19.42	33.00%	33.00%	33.00%	33.00%	33.00%
James Ennis 	$3.8K	3	16.63	24.6	4.2	7.73	25.54	67.00%	67.00%	67.00%	67.00%	33.00%
Ty Lawson 	N/A	4	34.1	42.2	26.9	27.6	40.6	0.00%	0.00%	0.00%	0.00%	0.00%
Alonzo Gee 	N/A	2	4.3	5.2	3.4	3.4	5.2	0.00%	0.00%	0.00%	0.00%	0.00%
J.R. Smith 	N/A	4	21.48	39.8	8	9.91	33.04	0.00%	0.00%	0.00%	0.00%	0.00%
Jeremy Lin 	N/A	4	18.08	34.6	4.9	5.9	30.25	0.00%	0.00%	0.00%	0.00%	0.00%
Brandon Jennings 	N/A	4	34.3	48.5	22.4	25	43.6	0.00%	0.00%	0.00%	0.00%	0.00%
Danny Green 	N/A	4	20.3	25.4	15.3	16.42	24.18	0.00%	0.00%	0.00%	0.00%	0.00%
Avery Bradley 	N/A	3	16.63	20.2	10.7	12.41	20.86	0.00%	0.00%	0.00%	0.00%	0.00%
Sebastian Telfair 	N/A	4	11.93	22.4	3.5	4.54	19.31	0.00%	0.00%	0.00%	0.00%	0.00%
Lance Stephenson 	N/A	4	27.98	37.1	20	21.05	34.9	0.00%	0.00%	0.00%	0.00%	0.00%
Gary Neal 	N/A	2	15.35	23.1	7.6	7.6	23.1	0.00%	0.00%	0.00%	0.00%	0.00%
Jannero Pargo 	N/A	2	9.6	11	8.2	8.2	11	0.00%	0.00%	0.00%	0.00%	0.00%
A.J. Price 	N/A	3	20	28.6	9	11.82	28.18	0.00%	0.00%	0.00%	0.00%	0.00%
Mo Williams 	N/A	3	22.9	35.1	9.4	12.37	33.43	0.00%	0.00%	0.00%	0.00%	0.00%
Manu Ginobili 	N/A	4	20.5	32.3	4.2	9.8	31.2	0.00%	0.00%	0.00%	0.00%	0.00%
Ramon Sessions 	$3.8K	2	6.65	8.2	5.1	5.1	8.2	50.00%	0.00%	0.00%	0.00%	0.00%
Tony Parker 	N/A	4	19.18	23.9	13.7	15.03	23.32	0.00%	0.00%	0.00%	0.00%	0.00%
Xavier Henry 	N/A	2	6.8	12.4	1.2	1.2	12.4	0.00%	0.00%	0.00%	0.00%	0.00%
Arron Afflalo 	N/A	4	23.88	31.3	15.7	17.94	29.81	0.00%	0.00%	0.00%	0.00%	0.00%
Randy Foye 	N/A	2	5.85	7.2	4.5	4.5	7.2	0.00%	0.00%	0.00%	0.00%	0.00%
Jeff Teague 	N/A	3	22.03	29.7	9.9	13.35	30.71	0.00%	0.00%	0.00%	0.00%	0.00%
Greivis Vasquez 	N/A	3	9.93	11.8	7.9	8.34	11.53	0.00%	0.00%	0.00%	0.00%	0.00%
Gerald Henderson 	N/A	4	12.83	27.5	2.9	3.07	22.58	0.00%	0.00%	0.00%	0.00%	0.00%
Marcus Thornton 	N/A	3	16	26.9	5.2	7.14	24.86	0.00%	0.00%	0.00%	0.00%	0.00%
Jerryd Bayless 	N/A	4	8.25	19.6	3	1.63	14.87	0.00%	0.00%	0.00%	0.00%	0.00%
Willie Green 	N/A	4	8.03	17.6	4.5	2.48	13.57	0.00%	0.00%	0.00%	0.00%	0.00%
Jarrett Jack 	N/A	4	24	29.8	16.1	18.59	29.41	0.00%	0.00%	0.00%	0.00%	0.00%
Courtney Lee 	N/A	3	23.03	26.7	19.8	20.2	25.87	0.00%	0.00%	0.00%	0.00%	0.00%
Shannon Brown 	$3.5K	1	5.7	5.7	5.7	5.7	5.7	0.00%	0.00%	0.00%	0.00%	0.00%
Steve Blake 	N/A	2	20.8	24.7	16.9	16.9	24.7	0.00%	0.00%	0.00%	0.00%	0.00%
J.J. Redick 	$4.4K	3	10.3	18.9	3.5	3.89	16.71	33.00%	33.00%	33.00%	0.00%	0.00%
Eric Bledsoe 	N/A	4	35.15	45.7	26.2	28.21	42.09	0.00%	0.00%	0.00%	0.00%	0.00%
Leandro Barbosa 	N/A	3	14.33	16.7	10.5	11.6	17.07	0.00%	0.00%	0.00%	0.00%	0.00%
Nate Robinson 	N/A	4	10.55	15	6.1	6.81	14.29	0.00%	0.00%	0.00%	0.00%	0.00%
James Harden 	N/A	4	37.83	55.7	21	25.55	50.1	0.00%	0.00%	0.00%	0.00%	0.00%
Goran Dragic 	N/A	4	25.23	40.7	16.4	15.72	34.73	0.00%	0.00%	0.00%	0.00%	0.00%
Louis Williams 	N/A	3	16.17	20.4	8.2	10.53	21.8	0.00%	0.00%	0.00%	0.00%	0.00%
Aaron Brooks 	$4.1K	3	4.8	10.5	-3	-0.91	10.51	33.00%	0.00%	0.00%	0.00%	0.00%
Luke Ridnour 	N/A	3	12.13	19.6	4.5	5.97	18.3	0.00%	0.00%	0.00%	0.00%	0.00%
Jameer Nelson 	N/A	4	16.68	28.4	11.4	9.84	23.51	0.00%	0.00%	0.00%	0.00%	0.00%
Beno Udrih 	N/A	3	11.37	20.2	4.2	4.73	18	0.00%	0.00%	0.00%	0.00%	0.00%
Rodney Stuckey 	N/A	1	14.9	14.9	14.9	14.9	14.9	0.00%	0.00%	0.00%	0.00%	0.00%
DeMar DeRozan 	N/A	3	29.27	36	16.2	20.03	38.51	0.00%	0.00%	0.00%	0.00%	0.00%
O.J. Mayo 	N/A	4	19.45	33.4	9.5	10.7	28.2	0.00%	0.00%	0.00%	0.00%	0.00%
Kyle Lowry 	N/A	3	34.43	39.6	28.6	29.92	38.95	0.00%	0.00%	0.00%	0.00%	0.00%
Kirk Hinrich 	$4.5K	3	21.5	26.9	10.7	13.86	29.14	100.00%	67.00%	67.00%	67.00%	0.00%
Ben Gordon 	N/A	2	0.75	2.5	-1	-1	2.5	0.00%	0.00%	0.00%	0.00%	0.00%
