Thabo Sefolosha 	$3.8K	3	22.73	25.7	18.5	19.66	25.81	100.00%	100.00%	100.00%	67.00%	67.00%
Samuel Dalembert 	$4.1K	3	20.93	26.4	11.8	14.43	27.43	100.00%	67.00%	67.00%	67.00%	67.00%
Mike Muscala 	$3.7K	2	16.6	24.8	8.4	8.4	24.8	100.00%	50.00%	50.00%	50.00%	50.00%
J.R. Smith 	$5.5K	3	28.17	39.8	17.4	19	37.33	100.00%	100.00%	67.00%	33.00%	33.00%
Carmelo Anthony 	$8.9K	3	44.57	55.9	37.5	36.47	52.66	100.00%	100.00%	100.00%	33.00%	33.00%
Gordon Hayward 	$7.2K	3	33.07	50.6	23.9	20.66	45.47	100.00%	100.00%	33.00%	33.00%	33.00%
Derrick Favors 	$7.0K	3	36.1	44.4	27.2	29.07	43.13	100.00%	100.00%	67.00%	67.00%	33.00%
Kyle Korver 	$5.4K	3	22.73	36	1.5	7.56	37.9	67.00%	67.00%	67.00%	67.00%	33.00%
Carl Landry 	$3.9K	3	18.2	24.2	14.8	13.94	22.46	100.00%	100.00%	67.00%	33.00%	33.00%
Paul Millsap 	$8.4K	3	43.7	60.9	33.4	31.46	55.94	100.00%	100.00%	67.00%	33.00%	33.00%
Zaza Pachulia 	$4.0K	3	19.17	30	7.5	9.96	28.37	67.00%	67.00%	67.00%	67.00%	33.00%
Jason Thompson 	$3.6K	3	14.67	21.8	5.3	7.75	21.59	67.00%	67.00%	67.00%	33.00%	33.00%
Austin Rivers 	$3.6K	3	16.23	28.1	6.4	7.26	25.21	67.00%	67.00%	33.00%	33.00%	33.00%
Quincy Acy 	$3.7K	3	14.27	28.1	6.3	4.45	24.09	67.00%	33.00%	33.00%	33.00%	33.00%
Pablo Prigioni 	$3.5K	3	13.63	23.9	7.6	6.34	20.93	100.00%	33.00%	33.00%	33.00%	33.00%
Ben McLemore 	$4.1K	3	19.3	24.8	12.3	14.09	24.51	100.00%	100.00%	67.00%	67.00%	33.00%
Trey Burke 	$5.7K	3	27.8	35.1	22.1	22.37	33.23	100.00%	100.00%	67.00%	33.00%	33.00%
Ed Davis 	$5.0K	4	20.93	30.2	11.8	14.21	27.64	100.00%	75.00%	50.00%	25.00%	25.00%
Jordan Hill 	$6.5K	4	27.83	41.3	20.6	19.67	35.98	100.00%	100.00%	50.00%	25.00%	25.00%
Anthony Morrow 	$4.3K	4	17.33	34.5	8.7	6.85	27.8	100.00%	50.00%	25.00%	25.00%	25.00%
Kendrick Perkins 	$3.8K	4	14.1	23.8	6.1	7.7	20.5	75.00%	75.00%	25.00%	25.00%	25.00%
Nick Collison 	$3.5K	4	10.75	21.3	4.5	4.29	17.21	50.00%	50.00%	25.00%	25.00%	25.00%
Lance Thomas 	$4.3K	4	16.63	29.6	7.1	7.35	25.9	75.00%	50.00%	50.00%	25.00%	25.00%
Jeremy Lamb 	$5.4K	4	21.4	42.5	6.7	8.18	34.62	75.00%	50.00%	25.00%	25.00%	25.00%
Steven Adams 	$4.2K	4	20.95	33.6	15	13.42	28.48	100.00%	100.00%	50.00%	25.00%	25.00%
Ty Lawson 	N/A	4	36.33	47.6	26.9	27.52	45.13	0.00%	0.00%	0.00%	0.00%	0.00%
Alonzo Gee 	N/A	3	7.67	14.4	3.4	2.85	12.48	0.00%	0.00%	0.00%	0.00%	0.00%
Jeremy Lin 	$5.6K	4	20.1	30.8	4.9	10.51	29.69	75.00%	75.00%	50.00%	25.00%	0.00%
Brandon Jennings 	N/A	4	39.28	52.6	22.4	27.24	51.31	0.00%	0.00%	0.00%	0.00%	0.00%
Danny Green 	N/A	4	20.4	25.4	15.7	16.65	24.15	0.00%	0.00%	0.00%	0.00%	0.00%
